"discente","ALGORITMOS E LÓGICA DE PROGRAMAÇÃO","ARQUITETURA DE COMPUTADORES","BANCO DE DADOS","CÁLCULO DIFERENCIAL E INTEGRAL","EMPREENDEDORISMO EM INFORMÁTICA","ENGENHARIA DE SOFTWARE I","ENGENHARIA DE SOFTWARE II","ESTRUTURA DE DADOS","FUNDAMENTOS DE MATEMÁTICA","FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO","GESTÃO DE PROJETO DE SOFTWARE","INTRODUÇÃO À INFORMÁTICA","LÓGICA","MATEMÁTICA FINANCEIRA","ORGANIZAÇÃO, SISTEMAS E MÉTODOS","PROBABILIDADE E ESTATÍSTICA","PROGRAMAÇÃO","PROGRAMAÇÃO ORIENTADA A OBJETOS I","PROGRAMAÇÃO ORIENTADA A OBJETOS II","PROGRAMAÇÃO VISUAL","PROGRAMAÇÃO WEB","PROJETO E ADMINISTRAÇÃO DE BANCO DE DADOS","REDES DE COMPUTADORES","SISTEMAS DE APOIO À DECISÃO","SISTEMAS OPERACIONAIS","TEORIA GERAL DA ADMINISTRAÇÃO","TEORIA GERAL DOS SISTEMAS","ÁLGEBRA LINEAR","ÉTICA","ano_ingresso","sexo","status","classificacao","ch_cumprida","ch_cumprida_dividida","ch_reprovacao","taxa_reprovacao","semestre","semestre_total","semestre_dividido","ultimo_periodo","matricula","tempo_relativo","unidade","nota","media_final","frequencia","descricao","ano","id_componente","nome","ch_total","ano_nascimento","semestres_cursados","ALGORITMOS E LÓGICA DE PROGRAMAÇÃO_APROVADO","ARQUITETURA DE COMPUTADORES_APROVADO","BANCO DE DADOS_APROVADO","CÁLCULO DIFERENCIAL E INTEGRAL_APROVADO","EMPREENDEDORISMO EM INFORMÁTICA_APROVADO","ENGENHARIA DE SOFTWARE I_APROVADO","ENGENHARIA DE SOFTWARE II_APROVADO","ESTRUTURA DE DADOS_APROVADO","FUNDAMENTOS DE MATEMÁTICA_APROVADO","FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO_APROVADO","GESTÃO DE PROJETO DE SOFTWARE_APROVADO","INTRODUÇÃO À INFORMÁTICA_APROVADO","LÓGICA_APROVADO","MATEMÁTICA FINANCEIRA_APROVADO","ORGANIZAÇÃO, SISTEMAS E MÉTODOS_APROVADO","PROBABILIDADE E ESTATÍSTICA_APROVADO","PROGRAMAÇÃO_APROVADO","PROGRAMAÇÃO ORIENTADA A OBJETOS I_APROVADO","PROGRAMAÇÃO ORIENTADA A OBJETOS II_APROVADO","PROGRAMAÇÃO VISUAL_APROVADO","PROGRAMAÇÃO WEB_APROVADO","PROJETO E ADMINISTRAÇÃO DE BANCO DE DADOS_APROVADO","REDES DE COMPUTADORES_APROVADO","SISTEMAS DE APOIO À DECISÃO_APROVADO","SISTEMAS OPERACIONAIS_APROVADO","TEORIA GERAL DA ADMINISTRAÇÃO_APROVADO","TEORIA GERAL DOS SISTEMAS_APROVADO","ÁLGEBRA LINEAR_APROVADO","ÉTICA_APROVADO","ALGORITMOS E LÓGICA DE PROGRAMAÇÃO_REPROVADO","ARQUITETURA DE COMPUTADORES_REPROVADO","BANCO DE DADOS_REPROVADO","CÁLCULO DIFERENCIAL E INTEGRAL_REPROVADO","EMPREENDEDORISMO EM INFORMÁTICA_REPROVADO","ENGENHARIA DE SOFTWARE I_REPROVADO","ENGENHARIA DE SOFTWARE II_REPROVADO","ESTRUTURA DE DADOS_REPROVADO","FUNDAMENTOS DE MATEMÁTICA_REPROVADO","FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO_REPROVADO","GESTÃO DE PROJETO DE SOFTWARE_REPROVADO","INTRODUÇÃO À INFORMÁTICA_REPROVADO","LÓGICA_REPROVADO","MATEMÁTICA FINANCEIRA_REPROVADO","ORGANIZAÇÃO, SISTEMAS E MÉTODOS_REPROVADO","PROBABILIDADE E ESTATÍSTICA_REPROVADO","PROGRAMAÇÃO_REPROVADO","PROGRAMAÇÃO ORIENTADA A OBJETOS I_REPROVADO","PROGRAMAÇÃO ORIENTADA A OBJETOS II_REPROVADO","PROGRAMAÇÃO VISUAL_REPROVADO","PROGRAMAÇÃO WEB_REPROVADO","PROJETO E ADMINISTRAÇÃO DE BANCO DE DADOS_REPROVADO","REDES DE COMPUTADORES_REPROVADO","SISTEMAS DE APOIO À DECISÃO_REPROVADO","SISTEMAS OPERACIONAIS_REPROVADO","TEORIA GERAL DA ADMINISTRAÇÃO_REPROVADO","TEORIA GERAL DOS SISTEMAS_REPROVADO","ÁLGEBRA LINEAR_REPROVADO","ÉTICA_REPROVADO"
"1c0868417581a67e253d6b1501b18bd1",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2022,0,"","","","","","","","","","",8.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1c52fa42762c236c89dab799fb6896b5",1.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2010,0,-1.0,2.0,1770.0,0.9672131147540983,360.0,0.2033898305084746,1.0,10.0,1.25,"20142",27.0,-1.25,1.0,9.0,7.1,18.0,"APROVADO","20101",2037000.0,"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO",90.0,1977.0,"1",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1d2e08bbb3f13c3bceb1678e68c01733",1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2009,0,-1.0,2.0,1830.0,1.0,120.0,0.06557377049180328,1.0,9.0,1.125,"20131",29.0,-1.125,1.0,8.7,9.3,12.0,"APROVADO","20091",2037000.0,"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO",90.0,1987.0,"1",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1d57e9b108519a945c035962bb39b2d5",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021,1,-1.0,-2.0,330.0,0.18032786885245902,330.0,1.0,1.0,1.0,0.125,"20211",5.0,-0.125,1.0,-1.0,-1.0,84.0,"REPROVADO POR MÉDIA E POR FALTAS","20211",62486.0,"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO",90.0,1995.0,"1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"1d7f244e9cb55412ca1aa9eb87fcd3b8",4.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2012,0,1.0,-1.0,2550.0,1.3934426229508197,780.0,0.3058823529411765,1.0,12.0,1.5,"20172",39.0,1.5,1.0,7.0,3.3,6.0,"REPROVADO","20121",2037000.0,"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO",90.0,1991.0,"1, 2, 3, 4",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1d8f0943d707d469d8f1e7f8d0cf58af",1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2021,0,"","","","","","","","","","",16.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1e0bfb3e75186ee9d21df9da838d1392",2.0,3.0,1.0,0.0,1.0,2.0,0.0,6.0,2.0,3.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2009,1,-1.0,-1.0,2700.0,1.4754098360655739,1620.0,0.6,1.0,12.0,1.5,"20142",41.0,-1.5,1.0,2.7,1.4,34.0,"REPROVADO POR FALTAS","20091",2037000.0,"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO",90.0,1986.0,"1, 2",1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"1e5c1ac9d312d226e1b9f90e26b6fbb1",0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2016,0,-1.0,-1.0,1200.0,0.6557377049180327,840.0,0.7,1.0,5.0,0.625,"20181",19.0,-0.625,1.0,-1.0,-1.0,0.0,"REPROVADO","20161",2037003.0,"FUNDAMENTOS DE MATEMÁTICA",60.0,1985.0,"1, 2, 4",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"1ed6777bd6ff4fd393e0b334d519c642",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2009,0,1.0,2.0,1830.0,1.0,"","",1.0,8.0,1.0,"20122",29.0,1.0,1.0,7.3,8.0,8.0,"APROVADO","20091",2037000.0,"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO",90.0,1991.0,"1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1f8c622b712dcd0ba95f9034b8075d42",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2022,0,"","","","","","","","","","",8.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1fd89088c095dd2f5d69002a06518336",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2014,1,1.0,-1.0,1830.0,1.0,60.0,0.03278688524590164,1.0,8.0,1.0,"20181",29.0,1.0,3.0,3.1,4.8,0.0,"REPROVADO","20141",2037003.0,"FUNDAMENTOS DE MATEMÁTICA",60.0,1996.0,"1, 2",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"20118a0586a8de85cce759d32b085a9e",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019,0,-1.0,-2.0,330.0,0.18032786885245902,330.0,1.0,1.0,1.0,0.125,"20191",5.0,-0.125,1.0,6.1,2.4,40.0,"REPROVADO POR MÉDIA E POR FALTAS","20191",62486.0,"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO",90.0,1999.0,"1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"201bad24124293729529fee6500a17d6",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2021,0,-1.0,2.0,540.0,0.29508196721311475,"","",1.0,2.0,0.25,"20212",8.0,-0.25,1.0,7.8,8.8,24.0,"APROVADO","20211",62486.0,"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO",90.0,2001.0,"1",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"20f7da9a60c0c2386ee833670a170cce",1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2010,0,-1.0,2.0,2340.0,1.278688524590164,420.0,0.1794871794871795,1.0,11.0,1.375,"20152",36.0,-1.375,2.0,8.5,7.8,2.0,"APROVADO","20101",2037000.0,"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO",90.0,1991.0,"1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"210894fea683558877263e0b1fbe7d74",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2021,1,"","","","","","","","","","",7.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"215c99016cde1dd7d134ce922090ee33",1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2009,0,-1.0,2.0,1500.0,0.819672131147541,690.0,0.46,1.0,7.0,0.875,"20121",23.0,-0.875,1.0,2.7,5.2,12.0,"APROVADO","20091",2037000.0,"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO",90.0,1989.0,"1",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"2190f60433fd808a9d2a34c1976145d8",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2016,0,1.0,2.0,1830.0,1.0,"","",1.0,8.0,1.0,"20192",29.0,1.0,1.0,10.0,8.3,0.0,"APROVADO","20161",2037000.0,"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO",90.0,1998.0,"1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"21b5fada55982f45fe8c3a1ba4b71b67",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2013,0,-1.0,-1.0,390.0,0.21311475409836064,210.0,0.5384615384615384,1.0,2.0,0.25,"20132",6.0,-0.25,1.0,4.0,2.2,3.0,"REPROVADO","20131",2037000.0,"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO",90.0,1993.0,"1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"21ee82bdbe4bf5dc81948c1427176fba",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,0,-1.0,-3.0,330.0,0.18032786885245902,"","",1.0,1.0,0.125,"20131",5.0,-0.125,1.0,-2.0,-2.0,-2.0,"CANCELADO","20131",2037000.0,"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO",90.0,1994.0,"1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"220443827274e05c52818e0564f4cd3a",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2017,0,1.0,2.0,2100.0,1.1475409836065573,60.0,0.02857142857142857,1.0,12.0,1.5,"20221",33.0,1.5,1.0,9.8,8.8,6.0,"APROVADO","20171",62487.0,"INTRODUÇÃO À INFORMÁTICA",60.0,1998.0,"1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"22257466cbca190faa18eacab79d5686",1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2017,0,"","","","","","","","","","",34.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22f4aed4a073c5e9515a8669e9c102f3",1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2019,0,"","","","","","","","","","",26.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"231f5eb94cb3987e764964ddda669b51",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021,1,-1.0,-3.0,330.0,0.18032786885245902,"","",1.0,1.0,0.125,"20211",5.0,-0.125,1.0,-4.0,-4.0,-4.0,"TRANCADO","20211",62486.0,"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO",90.0,2002.0,"1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"24c31dd1589dbd9b2adc4330804efea8",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2021,0,"","","","","","","","","","",18.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24ec9747e20fbfef1f66a014736f7cc0",3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2014,0,-1.0,-2.0,1770.0,0.9672131147540983,930.0,0.5254237288135594,1.0,9.0,1.125,"20181",26.0,-1.125,1.0,4.3,1.4,44.0,"REPROVADO POR MÉDIA E POR FALTAS","20141",2037003.0,"FUNDAMENTOS DE MATEMÁTICA",60.0,1994.0,"1, 4, 9",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"24f7af64d251c007cd8a2bc37f36fba1",1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2020,0,"","","","","","","","","","",21.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25e9b659371e6bbac592860859a1da8e",1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2014,0,1.0,-1.0,2580.0,1.4098360655737705,750.0,0.29069767441860467,1.0,10.0,1.25,"20182",40.0,1.25,1.0,2.6,1.1,10.0,"REPROVADO","20141",2037003.0,"FUNDAMENTOS DE MATEMÁTICA",60.0,1990.0,"1, 2",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
